File,Name,Artist,Charter,Year,Genre,StarRating,IntensityStars,LengthBonus,Blended,TotalNotes,FretLaneNotes,StrumCount,HopoCount,TapCount,DurationSeconds,MeanNps,MaxNps,P83,P93,P99,L5,FretMean,StrumMean,SustainMean
C:\YARG\Charts\CTH3DLC Pack 3\Saja Boys - Soda Pop (Overchart) [Miscellany]\notes.chart,Soda Pop (Overchart),Saja Boys,<color=#a5002c>M</color><color=#ff0038>i</color><color=#f84b61>s</color><color=#f2848d>c</color><color=#f6b6cd>e</color><color=#f6b6cd>l</color><color=#f2848d>l</color><color=#f84b61>a</color><color=#ff0038>n</color><color=#a5002c>y</color>,", 2025",K-Pop,8.35,7.36,0.99,12.071,1558,1772,124,100,1334,144.35,7.111,19.170,10.098,11.700,14.798,14.009,7.087,0.270,0.034
C:\YARG\Charts\CTH3DLC Pack 3\Sally - FROZEN GARDEN [soup]\notes.chart,FROZEN GARDEN,Sally,Soup,", 2025",Metal,8.82,7.82,1.00,12.705,1772,1802,991,669,112,210.81,5.600,19.260,9.438,12.687,16.133,15.115,5.101,1.582,0.266
C:\YARG\Charts\CTH3DLC Pack 3\Savant - Sledgehammer (2022 Mix) [Deltarak]\notes.chart,Sledgehammer (2022 Mix),Savant,<color=#3DD33D>Deltarak</color>,", 2022",Electro House,7.41,6.34,1.07,10.661,1800,2158,921,238,641,320.75,4.765,19.384,7.825,10.362,14.399,13.011,4.557,1.021,0.617
"C:\YARG\Charts\CTH3DLC Pack 3\Scott Mishoe Band - Mishoen Impossible [jdurandTV, OrangeHat & highfine]\notes.chart",Mishoen Impossible,Scott Mishoe Band,jdurandTV etc,", 2023",rock,9.39,8.26,1.13,13.294,2402,2488,209,1379,814,237.03,8.208,18.420,11.714,12.750,16.250,15.013,8.186,0.272,0.207
C:\YARG\Charts\CTH3DLC Pack 3\seatrus - The Daybreak Will Never Come Again. [Atomic]\notes.chart,The Daybreak Will Never Come Again.,seatrus,Atomic,", 2021",J-Core,11.73,10.79,0.94,16.614,1343,1539,605,383,355,159.15,7.633,25.787,10.799,15.880,25.038,21.324,7.256,1.823,0.476
C:\YARG\Charts\CTH3DLC Pack 3\Sergey Golovin - Vision [Jarvis9999]\notes.chart,Vision,Sergey Golovin,Jarvis9999,", 2023",Progressive Rock,9.97,8.99,0.98,14.259,1553,1724,827,373,353,226.93,7.078,21.451,11.272,13.814,18.526,16.858,6.945,1.210,0.296
C:\YARG\Charts\CTH3DLC Pack 3\Sermon of Flames - Cauldrons of Boiling Piss (Stickheadz32)\notes.chart,Cauldrons of Boiling Piss,Sermon of Flames,Stickheadz32,", 2021",Avant-Garde Black Metal,10.92,9.73,1.20,15.232,1958,2938,980,12,966,143.06,8.706,15.936,14.676,15.283,15.733,15.559,8.397,1.371,0.718
C:\YARG\Charts\CTH3DLC Pack 3\Shawn Lane - Not Again (Live 1993) [jdurandTV & 760 Creations]\notes.chart,Not Again (Live 93'),Shawn Lane,jdurandTV & 760 Creations,", 1993",Instrumental,13.23,12.11,1.12,18.284,2458,2458,178,2261,19,181.33,11.222,23.215,15.828,18.080,21.312,20.303,11.192,0.290,0.075
C:\YARG\Charts\CTH3DLC Pack 3\Shotgun Messiah - The Explorer [highfine]\notes.chart,The Explorer,Shotgun Messiah,highfine,", 1989",Glam Metal,7.70,6.74,0.96,11.215,1496,1621,502,497,497,210.93,5.990,21.270,9.038,10.837,14.100,13.344,5.890,0.762,0.405
C:\YARG\Charts\CTH3DLC Pack 3\Sithu Aye - Kindness (Full EP) [Misc]\notes.chart,Kindness (Full EP),Sithu Aye,<color=#a5002c>M</color><color=#ff0038>i</color><color=#f84b61>s</color><color=#f2848d>c</color><color=#f6b6cd>e</color><color=#f6b6cd>l</color><color=#f2848d>l</color><color=#f84b61>a</color><color=#ff0038>n</color><color=#a5002c>y</color>,", 2024",Progressive Metal,5.51,3.92,1.59,7.143,7067,7660,3692,3304,71,1516.34,3.462,13.774,5.398,6.948,9.391,8.638,3.036,0.984,0.520
C:\YARG\Charts\CTH3DLC Pack 3\Sithu Aye - Kindness Solo Medley [Misc]\notes.chart,Kindness Solo Medley,Sithu Aye,<color=#a5002c>M</color><color=#ff0038>i</color><color=#f84b61>s</color><color=#f2848d>c</color><color=#f6b6cd>e</color><color=#f6b6cd>l</color><color=#f2848d>l</color><color=#f84b61>a</color><color=#ff0038>n</color><color=#a5002c>y</color>,", 2024",Progressive Metal,5.81,4.69,1.13,8.288,2356,2493,826,1515,15,372.60,4.299,12.583,6.670,8.094,10.405,9.687,4.046,0.875,0.373
C:\YARG\Charts\CTH3DLC Pack 3\Sleepnet - Love No More [3-UP]\notes.chart,Love No More,Sleepnet,3-UP,", 2021",Drum & Bass,8.14,7.20,0.94,11.859,1272,1528,248,241,783,168.14,5.813,22.140,9.247,11.310,15.779,14.398,5.712,1.151,0.135
C:\YARG\Charts\CTH3DLC Pack 3\Sobrem - ANDORXOR [Xeratek]\notes.chart,ANDORXOR,Sobrem,Xeratek,,rock,9.44,8.46,0.98,13.565,1492,1715,173,166,1153,153.48,6.879,21.173,10.488,13.070,17.900,16.360,6.740,0.493,0.714
C:\YARG\Charts\CTH3DLC Pack 3\Spheres of Obama - Pancakes [Obama]\notes.chart,Pancakes,Spheres of Obama,JRabes,", 2025",Obamacore,11.28,10.33,0.95,16.012,1412,1600,337,727,348,162.66,7.129,30.398,12.185,13.860,26.898,20.197,6.992,0.605,0.249
C:\YARG\Charts\CTH3DLC Pack 3\Spiro - Negative [jdurandTV]\notes.chart,,,,,rock,10.01,9.07,0.93,14.372,1477,1519,1153,287,37,149.66,6.757,18.866,12.020,14.219,17.259,16.215,6.069,2.584,0.245
C:\YARG\Charts\CTH3DLC Pack 3\Spongebob Squarepants - Solobob Medleypants [JRabes_JDurandTV_Miscellany_Chezy_OrangeHat]\notes.chart,Solobob Medleypants,Spongebob Squarepants,JRabes; Miscellany; jdurandTV; Chezy; OrangeHat,", 2039",Solo Medley,6.18,4.91,1.27,8.621,3107,3512,1427,1331,349,579.81,4.044,16.580,6.560,8.409,11.272,10.347,3.822,0.809,0.411
C:\YARG\Charts\CTH3DLC Pack 3\Sporty-O - Drop Mix [Overchart Gang]\notes.chart,,,,,rock,20.53,18.48,2.05,26.009,14930,22259,2368,3305,9257,885.11,12.473,59.482,19.070,24.435,35.378,33.541,12.085,1.386,0.219
C:\YARG\Charts\CTH3DLC Pack 3\Steppenwolf - Magic Carpet Ride [jdurandTV]\notes.chart,,,,,rock,5.42,4.28,1.14,7.681,1434,2554,474,6,954,259.70,4.259,13.113,5.661,7.330,10.677,9.496,3.892,0.906,0.441
C:\YARG\Charts\CTH3DLC Pack 3\Steve 'n' Seagulls - Thunderstruck [jdurandTV]\notes.chart,,,,,rock,8.13,7.07,1.07,11.672,1777,2132,1442,156,179,222.95,7.683,17.665,10.090,11.387,14.279,12.989,7.497,1.308,0.198
C:\YARG\Charts\CTH3DLC Pack 3\Steve Vai - For the Love of God (Live) [3-UP]\notes.chart,For the Love of God (Live),Steve Vai,3-UP,", 2010",Instrumental Rock,6.48,5.26,1.22,9.124,3126,3149,760,1399,967,565.62,3.713,18.725,6.450,8.660,12.769,11.687,3.439,0.365,0.437
C:\YARG\Charts\CTH3DLC Pack 3\Steve Vai - Little Pretty [Miscellany]\notes.chart,Little Pretty,Steve Vai,<color=#a5002c>M</color><color=#ff0038>i</color><color=#f84b61>s</color><color=#f2848d>c</color><color=#f6b6cd>e</color><color=#f6b6cd>l</color><color=#f2848d>l</color><color=#f84b61>a</color><color=#ff0038>n</color><color=#a5002c>y</color>,", 2022",Instrumental Rock,4.76,3.81,0.95,6.982,1454,1580,783,623,48,383.46,3.165,12.261,4.983,6.728,9.585,8.754,2.894,0.685,0.693
C:\YARG\Charts\CTH3DLC Pack 3\Stickheadz32's Projectile Pissing Solo Medley (Stickheadz32)\notes.chart,Stickheadz32's Projectile Pissing Solo Medley,Various Artists,Stickheadz32,", 2024",Solo Medley,14.31,12.38,1.93,18.622,16442,17006,1380,8127,6935,1218.61,9.663,33.962,13.994,17.986,25.217,22.540,9.546,0.539,0.103
C:\YARG\Charts\CTH3DLC Pack 3\StOrk - Dooosh [iZenPenguin]\notes.chart,Dooosh,StOrk,iZenPenguin,", 2010",Progressive Metal,11.17,9.98,1.19,15.557,2903,2913,429,2031,443,296.54,6.581,22.064,9.068,16.538,19.950,19.268,6.468,0.483,0.279
C:\YARG\Charts\CTH3DLC Pack 3\Stratovarius - Legions [Peddy]\notes.chart,Legions,Stratovarius,Peddy,", 1997",Power Metal,6.48,5.35,1.13,9.256,2263,2505,986,339,938,338.88,4.766,18.045,6.795,8.450,14.035,11.756,4.171,1.056,0.663
"C:\YARG\Charts\CTH3DLC Pack 3\Strunz & Farah (Live) Full Album Chart [jdurandTV, ΩHM & highfine]\notes.chart",,,,,rock,9.21,7.05,2.17,11.643,25516,29254,15910,9486,120,3878.55,6.141,24.311,9.058,11.230,15.152,14.050,5.865,1.731,0.407
C:\YARG\Charts\CTH3DLC Pack 3\Strunz & Farah (Live) Solo Medley [jdurandTV & ΩHM & highfine]\notes.chart,,,,,rock,9.92,8.20,1.72,13.211,10000,10293,3098,6826,76,991.96,7.292,24.818,10.353,12.894,16.926,15.639,7.076,1.112,0.108
C:\YARG\Charts\CTH3DLC Pack 3\Supahfast_s Ultra Fast Solo Medley 3 [Supahfast198]\notes.chart,,,,,rock,11.81,9.86,1.95,15.402,17617,17707,1983,9601,6033,1650.64,7.697,36.032,11.602,14.475,21.446,19.215,7.605,0.395,0.221
C:\YARG\Charts\CTH3DLC Pack 3\Super BRUHRIO Bros [jdurandTV]\notes.chart,,,,,rock,2.11,1.96,0.15,4.003,41,82,41,0,0,11.56,1.769,7.800,2.256,3.904,6.268,5.277,0.386,1.427,0.000
"C:\YARG\Charts\CTH3DLC Pack 3\Sylosis - Sylosis Discography Solo Medley [ACJGaming89, HattMeafy]\notes.chart",,,,,rock,8.37,6.46,1.91,10.835,15587,15935,6001,9196,390,2312.53,5.148,22.028,8.222,10.370,14.709,13.213,4.900,0.743,0.406
C:\YARG\Charts\CTH3DLC Pack 3\Syndrone - Doomsday Apocalypse (feat. Tramaine) [Jarvis9999]\notes.chart,Doomsday Apocalypse (feat. Tramaine),Syndrone,Jarvis9999,", 2022",Progressive Metal,6.97,5.72,1.24,9.790,2958,3311,1048,1294,616,494.48,4.855,15.489,7.774,9.590,12.367,11.473,4.509,0.884,0.569
C:\YARG\Charts\CTH3DLC Pack 3\Syrek - Story Solo Medley [OrangeHat]\notes.chart,Story Solo Medley,Syrek,OrangeHat,", 2022",Solo Medley,9.10,7.27,1.83,11.951,13395,13472,1613,7410,4372,1564.91,5.848,22.955,9.301,11.350,15.993,14.593,5.725,0.276,0.269
C:\YARG\Charts\CTH3DLC Pack 3\t+pazolite - HYPER4ID [Atomic]\notes.chart,HYPER4ID,t+pazolite,Atomic,", 2018",Speedcore,8.54,7.58,0.96,12.373,1509,1634,951,380,178,217.62,6.874,23.875,10.074,11.444,18.628,14.209,6.525,1.924,0.431
C:\YARG\Charts\CTH3DLC Pack 3\Tap Chording Medley [3-UP & Various Charters]\notes.chart,Tap Chording Medley,Various Artists,3-UP & Various Charters,", 2025",Various,8.56,7.12,1.44,11.745,2538,5344,201,46,2291,334.30,6.180,16.439,8.978,11.726,14.553,13.841,6.118,0.399,0.162
C:\YARG\Charts\CTH3DLC Pack 3\Teikyou - !!New Game Start!! [Atomic]\notes.chart,!!New Game Start!!,Teikyou,Atomic,", 2023",Electronic,8.95,8.10,0.85,13.076,1176,1223,520,164,492,123.86,7.200,23.801,10.000,11.358,21.321,16.664,7.066,1.774,0.231
C:\YARG\Charts\CTH3DLC Pack 3\Teramobil - Terahertz [python] [CTH3-DLC]\notes.chart,Terahertz,Teramobil,python,", 2016",Technical Death Metal,8.26,7.31,0.95,12.004,1470,1594,619,129,722,250.10,4.924,18.725,8.239,11.543,16.452,15.525,4.442,1.222,0.809
"C:\YARG\Charts\CTH3DLC Pack 3\The Absolute Solo Medley [Chemfinal, jdurandTV & Peddy]\notes.chart",,,,,rock,11.34,9.72,1.62,15.223,8041,8063,512,5736,1793,693.20,8.237,34.861,11.975,14.851,19.169,18.144,8.214,0.201,0.073
C:\YARG\Charts\CTH3DLC Pack 3\The Aftermath - Shine [Chemfinal]\notes.chart,,,,,rock,7.59,6.71,0.88,11.173,1190,1320,953,170,67,160.63,7.550,18.946,9.626,10.832,13.529,12.696,7.397,1.800,0.034
C:\YARG\Charts\CTH3DLC Pack 3\The Arcadian Wild - Gàrradh Seileach [Deltarak]\notes.chart,Gàrradh Seileach,The Arcadian Wild,<color=#3DD33D>Deltarak</color>,", 2023",Folk,6.86,5.88,0.98,10.019,1198,1711,543,539,116,235.38,5.252,19.281,7.710,9.737,13.126,11.987,4.915,0.931,1.154
"C:\YARG\Charts\CTH3DLC Pack 3\The Aristocrats - Boing, We_ll do it Live! (Full Album) [Tris255]\notes.chart",,,,,rock,8.36,6.09,2.27,10.314,33178,37286,14965,16326,1887,7144.83,4.560,23.260,7.559,9.826,14.208,12.907,4.212,0.710,0.627
C:\YARG\Charts\CTH3DLC Pack 3\The Arpeggio Hell Medley [3-UP & Various Charters]\notes.chart,The Arpeggio Hell Medley,Various Artists,3-UP & Various Charters,", 2024",Torture,32.69,29.94,2.75,38.876,111247,111908,1327,2623,107297,4464.95,19.266,82.188,28.733,37.733,52.173,47.481,19.105,0.300,0.045
C:\YARG\Charts\CTH3DLC Pack 3\The Bendegos - Swamp Ass (Stickheadz32)\notes.chart,Swamp Ass,The Bendegos,Stickheadz32,", 2008",KKona,7.77,6.97,0.81,11.537,948,1078,546,399,3,166.43,6.292,15.619,9.585,11.412,13.793,13.128,6.134,1.547,0.740
C:\YARG\Charts\CTH3DLC Pack 3\The Blues Brothers - Sweet Home Chicago [jdurandTV]\notes.chart,,,,,rock,5.76,4.50,1.26,8.011,2535,3424,169,210,2156,463.26,3.802,17.955,5.798,7.425,11.709,10.246,3.747,0.176,0.185
C:\YARG\Charts\CTH3DLC Pack 3\The Cheesiest Solo Medley [JRabes]\notes.chart,The Cheesiest Solo Medley,Various AOR Bands,JRabes,", 2022",Solo Medley,8.95,7.60,1.35,12.397,4229,4292,885,2327,1017,555.19,5.694,22.343,9.415,12.020,16.231,15.058,5.550,0.496,0.383
C:\YARG\Charts\CTH3DLC Pack 3\The Devil's Sons - Pray for us Sinners [jdurandTV]\notes.chart,,,,,rock,9.36,8.49,0.87,13.596,1030,1297,623,382,25,142.99,6.496,14.900,13.000,13.300,14.750,14.428,5.904,1.489,0.302
C:\YARG\Charts\CTH3DLC Pack 3\The Dreadnoughts - Goblin Humppa [jdurandTV]\notes.chart,,,,,rock,6.31,5.36,0.96,9.263,1498,1620,1250,130,118,165.51,5.059,21.825,6.970,8.638,12.355,11.992,4.331,2.491,0.120
C:\YARG\Charts\CTH3DLC Pack 3\The Fearless Flyers - Colonel Panic [jdurandTV]\notes.chart,,,,,rock,6.30,5.46,0.83,9.421,1030,1159,352,151,527,150.01,5.033,13.539,7.290,9.269,12.038,11.119,4.899,0.976,0.126
C:\YARG\Charts\CTH3DLC Pack 3\The Flashbulb - Lawn Wake II [Jarvis9999]\notes.chart,Lawn Wake II,The Flashbulb,Jarvis9999,", 2004",Breakcore,13.96,12.74,1.21,19.080,2208,3063,1346,409,453,179.93,9.746,30.226,15.728,18.519,23.834,22.155,8.914,3.354,0.098
C:\YARG\Charts\CTH3DLC Pack 3\the last biggest shred collab\notes.chart,the last biggest shred collab,Varioust Artists,<color=#a5002c>M</color><color=#ff0038>i</color><color=#f84b61>s</color><color=#f2848d>c</color><color=#f6b6cd>e</color><color=#f6b6cd>l</color><color=#f2848d>l</color><color=#f84b61>a</color><color=#ff0038>n</color><color=#a5002c>y</color>,", 2025",Shred,9.41,7.47,1.93,12.227,16410,16986,7004,6742,2664,2201.89,5.971,28.418,9.167,11.709,16.594,15.035,5.807,1.111,0.308
"C:\YARG\Charts\CTH3DLC Pack 3\The Main Squeeze - Have a Cigar (Cover) [Atomic, DaMan2413]\notes.chart",Have a Cigar (Cover),The Main Squeeze,"Atomic, DaMan2413",", 2018",Classic Rock,6.30,5.19,1.11,9.025,2157,2376,864,1173,120,472.89,4.329,17.098,6.835,8.654,12.051,11.082,4.155,0.600,0.487
C:\YARG\Charts\CTH3DLC Pack 3\The Snake - Guitar Hero [Atomic]\notes.chart,Guitar Hero,The Snake,Atomic,", 2018",Eurobeat,5.35,4.34,1.01,7.772,1573,1868,629,690,254,285.67,3.859,11.985,6.083,7.557,9.995,9.256,3.399,1.049,0.504
C:\YARG\Charts\CTH3DLC Pack 3\The Tony Danza Tapdance Extravaganza - Hold the Line [SirMonkfish]\notes.chart,Hold the Line,The Tony Danza Tapdance Extravaganza,SirMonkfish,", 2012",Metalcore,5.32,4.51,0.81,8.026,1078,1098,704,374,0,153.91,4.363,11.192,7.527,7.763,8.894,8.806,3.618,1.787,0.455
C:\YARG\Charts\CTH3DLC Pack 3\The Ultimate Puppetz Challenge [Puppetz & jdurandTV]\notes.chart,,,,,rock,10.41,8.38,2.02,13.455,20515,20979,4928,11225,4362,2301.77,6.937,27.327,10.175,12.733,18.524,16.645,6.688,0.815,0.193
C:\YARG\Charts\CTH3DLC Pack 3\The Verve - Bittersweet Symphony (OVERCHART) [jdurandTV]\notes.chart,,,,,rock,13.64,12.09,1.54,18.264,4931,6791,1364,2273,1294,356.11,10.201,29.556,14.411,17.880,22.209,21.972,10.020,1.095,0.037
C:\YARG\Charts\CTH3DLC Pack 3\The Wiggles Solo Medley V1\notes.chart,,,,,rock,13.07,10.57,2.50,16.330,63133,63137,262,32813,30058,3776.53,10.495,29.376,13.280,15.890,20.435,19.081,10.493,0.013,0.014
C:\YARG\Charts\CTH3DLC Pack 3\The Word Alive - The Only Rule Is That There Are No Rules [SirMonkfish]\notes.chart,The Only Rule Is That There Are No Rules,The Word Alive,SirMonkfish,", 2009",Metalcore,7.11,6.03,1.08,10.226,1881,2220,1321,421,139,227.76,4.149,23.850,6.605,7.899,19.241,15.483,3.148,1.626,0.163
C:\YARG\Charts\CTH3DLC Pack 3\Theodore Ziraz - Tearing Apart [Jarvis9999]\notes.chart,Tearing Apart,Theodore Ziraz,Jarvis9999,", 2011",Shred Metal,7.48,6.53,0.95,10.931,1546,1595,681,718,147,187.30,5.430,20.576,8.355,10.632,14.009,13.283,5.178,1.234,0.316
C:\YARG\Charts\CTH3DLC Pack 3\Therewolf Media - Shake The Universe [Atomic]\notes.chart,Shake The Universe,Therewolf Media,Atomic,", 2024",Alternative Rock,5.79,4.91,0.88,8.614,1145,1307,564,343,238,225.54,3.881,19.620,6.384,7.951,12.215,11.094,3.378,0.692,0.786
C:\YARG\Charts\CTH3DLC Pack 3\Tiasu - Chipmagic Nightmareland [jdurandTV]\notes.chart,,,,,rock,7.94,6.26,1.68,10.553,8593,9409,2837,5756,0,1447.45,4.850,20.210,8.065,10.090,14.258,12.853,4.677,0.611,0.347
C:\YARG\Charts\CTH3DLC Pack 3\Tiluland - March of Immortals [iZenPenguin]\notes.chart,March of Immortals,Tiluland,iZenPenguin,", 2011",Power Metal,7.63,6.66,0.97,11.103,1660,1667,530,851,279,237.92,5.668,17.680,9.004,10.942,13.716,12.783,5.387,1.026,0.348
C:\YARG\Charts\CTH3DLC Pack 3\Tim Minchin - Dark Side (Live) [doll]\notes.chart,Dark Side (Live),Tim Minchin,doll,", 2009",Musical Comedy,8.51,7.04,1.47,11.636,3720,5743,0,0,3720,780.99,4.315,25.259,7.259,11.313,16.627,15.337,3.772,0.061,0.928
C:\YARG\Charts\CTH3DLC Pack 3\tn-shi - Synthesis [DarkWolf]\notes.chart,,,,,rock,10.45,9.35,1.10,14.742,1767,2320,512,314,941,226.94,7.147,22.635,11.894,14.506,18.437,16.987,6.743,1.265,0.410
C:\YARG\Charts\CTH3DLC Pack 3\Toby Fox & Camellia - Theatore Creatore [Xeratek]\notes.chart,Theatore Creatore,Toby Fox & Camellia,Xeratek,", 2024",Final Boss,8.54,7.62,0.92,12.423,1049,1468,375,164,510,147.57,5.524,21.006,8.844,12.271,16.150,15.377,5.136,1.483,0.492
C:\YARG\Charts\CTH3DLC Pack 3\Tommy Emmanuel & Matteo Mancuso Shred Together! [jdurandTV & Stickheadz32]\notes.chart,,,,,rock,9.61,8.32,1.29,13.376,3099,3716,1807,1240,52,392.50,7.324,21.980,10.612,13.104,16.881,15.689,7.132,1.612,0.141
C:\YARG\Charts\CTH3DLC Pack 3\Treyx & Sterrezo - Dreamscape [Aren Eternal]\notes.chart,Dreamscape,Treyx & Sterrezo,Aren Eternal,", 2022",Color Bass,5.79,4.82,0.97,8.480,1170,1679,293,105,772,303.13,3.502,14.229,6.142,8.194,11.643,10.465,3.200,0.572,0.351
C:\YARG\Charts\CTH3DLC Pack 3\ULTRA Devil Shred Collab [jdurandTV & Friends]\notes.chart,ULTRA Devil Shred Collab,Steve Ouimette and Friends,CTH3DLC Team,", 2025",Solo Medley,13.01,10.83,2.18,16.657,29719,30416,4044,16020,9655,2524.48,8.441,42.147,12.347,15.675,23.315,20.923,8.343,0.517,0.166
C:\YARG\Charts\CTH3DLC Pack 3\Unlucky Morpheus - Spartan Army [John Titor]\notes.chart,Spartan Army,Unlucky Morpheus,John Titor,", 2018",rock,7.25,6.30,0.95,10.601,1575,1590,893,682,0,270.54,5.462,15.300,8.146,10.325,13.780,12.702,5.175,1.591,0.413
C:\YARG\Charts\CTH3DLC Pack 3\Van Halen - 316 (Live) [Miscellany]\notes.chart,316 (Live),Van Halen,Miscellany,", 1993",Shred,8.80,7.41,1.39,12.144,4537,4717,675,503,3359,688.65,5.282,18.923,9.405,12.063,15.032,14.308,4.973,0.360,0.426
C:\YARG\Charts\CTH3DLC Pack 3\Various Artists - Acoustic Hell [Various Charters]\notes.chart,Acoustic Hell,Various Artists,Various Charters,", 2025",Acoustic,17.36,16.17,1.19,23.262,2842,2903,477,2365,0,197.38,13.124,32.465,19.901,22.350,29.753,26.274,13.073,1.025,0.054
C:\YARG\Charts\CTH3DLC Pack 3\Various Artists - hyphens Truest Solo Medley [guess]\notes.chart,hyphen's Truest Solo Medley,Various Artists,highfine,", 2025",Solo Medley,9.47,8.00,1.47,12.939,5030,5753,2091,1795,1144,539.66,6.545,21.627,10.154,12.290,17.494,15.606,6.235,1.337,0.227
C:\YARG\Charts\CTH3DLC Pack 3\Various Artists - Super Mario Series Medley [Atomic]\notes.chart,Super Mario Series Medley,Various Artists,Atomic,", 2024",Medley,6.21,4.09,2.12,7.400,23502,26422,12314,5373,5815,6082.78,3.305,17.395,5.169,7.100,10.370,9.379,2.997,0.808,0.460
"C:\YARG\Charts\CTH3DLC Pack 3\Various Memers - EMR,BCYPD,D,DtSB\Various Memers - EMR,BCYPD,D,DtSB_\notes.chart",,,,,rock,15.91,14.49,1.42,21.231,3283,5119,1405,633,1245,321.92,8.806,36.408,13.941,19.667,32.692,28.129,8.428,1.790,0.372
C:\YARG\Charts\CTH3DLC Pack 3\Venturia - Candle Of Hope Through A Night Of Fears [Jarvis9999]\notes.chart,Candle Of Hope Through A Night Of Fears,Venturia,Jarvis9999,", 2006",Progressive Metal,7.49,6.39,1.10,10.737,1734,2323,927,379,428,363.24,4.215,28.625,6.947,9.763,17.271,14.397,3.825,0.746,0.508
C:\YARG\Charts\CTH3DLC Pack 3\VHS Head - The Violent Breed Neon Mix [Stickheadz32]\notes.chart,The Violent Breed Neon Mix,VHS Head,Stickheadz32,", 2015",Vapor Glitch Hop,10.07,8.96,1.12,14.219,1734,2418,802,549,383,268.04,8.328,22.886,11.928,13.921,17.224,16.250,8.143,1.498,1.210
C:\YARG\Charts\CTH3DLC Pack 3\Village People - In the Navy [jdurandTV]\notes.chart,,,,,rock,6.18,5.31,0.86,9.206,1000,1251,442,18,540,219.84,4.443,14.076,7.340,9.007,11.367,10.902,4.100,0.652,0.410
C:\YARG\Charts\CTH3DLC Pack 3\Virgil Donati - The Crack (Stickheadz32)\notes.chart,The Crack,Virgil Donati,Stickheadz32,", 2019",Jazz Fusion,6.80,5.85,0.95,9.968,1555,1588,217,706,632,224.36,5.415,21.130,8.100,9.334,13.390,12.019,5.256,0.422,0.335
"C:\YARG\Charts\CTH3DLC Pack 3\Virtual Riot - Simulation - VIP [Atomic, Khromatical]\notes.chart",Simulation - VIP,Virtual Riot,"Atomic, KhromaticScale",", 2024",Electronic,12.85,11.74,1.11,17.821,1894,2383,645,260,989,244.97,7.174,33.278,11.586,16.074,28.161,24.376,6.756,1.406,0.756
C:\YARG\Charts\CTH3DLC Pack 3\Vitalij Kuprij - Forward And Beyond [3-UP]\notes.chart,Forward And Beyond,Vitalij Kuprij,Necrobones Gaming,", 2006",Neoclassical Metal,10.41,9.25,1.16,14.603,2696,2704,203,683,1810,336.09,5.939,25.070,9.963,13.975,20.642,18.794,5.813,0.237,0.290
C:\YARG\Charts\CTH3DLC Pack 3\Vivid Dark - Daedalus [Chemfinal]\notes.chart,,,,,rock,10.32,9.20,1.12,14.548,2407,2409,541,872,994,213.82,7.714,23.693,10.890,13.769,20.835,17.727,7.282,0.884,0.158
"C:\YARG\Charts\CTH3DLC Pack 3\Voodoo Gods -  Lion's Reign, Enter The Lion's Realm (feat. David Shankle) [jdurandTV]\notes.chart",,,,,rock,7.62,6.37,1.25,10.704,2923,3395,2150,662,111,349.12,5.208,17.885,8.535,10.476,13.709,12.427,4.427,1.828,0.167
C:\YARG\Charts\CTH3DLC Pack 3\Vorpal Nomad - London Is Burning [jdurandTV]\notes.chart,London Is Burning,Vorpal Nomad,jdurandTV,,Speed Metal,9.67,8.59,1.08,13.732,2203,2203,1802,378,23,179.99,7.414,33.775,10.540,13.179,17.874,16.895,6.992,2.167,0.020
C:\YARG\Charts\CTH3DLC Pack 3\Vulfpeck - It Gets Funkier IV (feat. Louis Cole) [jdurandTV]\notes.chart,,,,,rock,9.80,8.76,1.04,13.966,1359,1981,733,196,430,194.13,6.868,22.001,10.806,13.675,18.038,16.536,6.690,1.333,0.203
C:\YARG\Charts\CTH3DLC Pack 3\Waffle Solo Medley 2 - Attack of the Pastries [jdurandTV & Friends]\notes.chart,,,,,rock,15.17,13.51,1.66,20.026,8771,8968,738,3433,4600,622.09,10.229,44.919,15.030,19.134,27.644,24.467,10.172,0.363,0.090
C:\YARG\Charts\CTH3DLC Pack 3\Waffle's Whimsical Solo Medley [jdurandTV & Friends]\notes.chart,,,,,rock,10.00,8.44,1.55,13.538,6890,6953,898,3022,2970,761.00,6.333,26.460,9.816,12.864,18.778,17.090,6.222,0.350,0.258
C:\YARG\Charts\CTH3DLC Pack 3\WillRock - 1337 MPH [3-UP & Aren Eternal]\notes.chart,1337 MPH,WillRock,Aren Eternal & 3-UP,", 2016",Progressive Chiptune,8.34,7.48,0.85,12.242,1207,1225,324,299,584,176.47,5.523,23.886,7.930,11.261,18.484,16.720,5.434,0.678,0.318
C:\YARG\Charts\CTH3DLC Pack 3\X Kirby - Dead Metal Cave [Jarvis9999]\notes.chart,Dead Metal Cave,X Kirby,Jarvis9999,", 2012",Soundtrack,17.02,16.08,0.94,23.158,1534,1542,715,368,451,163.05,8.610,64.831,12.115,17.367,48.629,37.255,8.512,0.935,0.208
C:\YARG\Charts\CTH3DLC Pack 3\Xenrox - Skyfall [Jarvis9999]\notes.chart,Skyfall,Xenrox,Jarvis9999,", 2021",Psytrance,18.55,16.94,1.61,24.191,7411,7872,745,1314,5352,387.82,14.051,40.059,19.728,23.454,30.173,28.439,13.973,0.827,0.053
